Team_x,match_id,Map,ACS,K,D,A,KD_DIFF,ADR,HS%,ECON,FK,FD,KPR,DPR,APR,FKPR,FDPR,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,PL,DE,total_mult_kill,MKPR,total_clutch,CPR,jett,raze,phoenix,reyna,yoru,omen,brimstone,viper,cypher,sage,killjoy,breach,sova,skye,Opp_Team_x,rounds_won,rounds_lost,ct_rounds_won,ct_rounds_lost,t_rounds_won,t_rounds_lost,Patch_x,total_rounds,win_rate,ct_wr,t_wr,RESULT,Team,Pistol_W,Pistol_P,Pistol_WR,Eco_0_5_P,Eco_0_5_W,Eco_0_5_WR,Semi_Eco_5_10_P,Semi_Eco_5_10_W,Semi_Eco_5_10_WR,Semi_Buy_10_20_P,Semi_Buy_10_20_W,Semi_Buy_10_20_WR,Full_Buy_20_P,Full_Buy_20_W,Full_Buy_20_WR,Opp_team,Num_maps,Patch
IMP,9427,BIND,213.2,21.6,20.8,8.0,0.8,140.42,29.4,50.6,13,17,3.5999999999999996,3.4699999999999998,1.33,0.43000000000000005,0.5700000000000001,19,8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12,1,28.0,0.9400000000000001,1.0,0.03,1,1,0,0,0,1,0,0,1,0,0,0,1,0,S5,16,14,6,6,6,6,2.01,30,53.33,50.0,50.0,W,IMP,0,2,0.0,4,0,0.0,2,0,0.0,2,1,50.0,22,15,68.0,S5,1.0,2.01
IMP,9427,HAVEN,211.0,20.2,19.4,6.6,0.8,148.32,32.8,55.0,13,15,3.6,3.47,1.1700000000000002,0.47,0.54,14,11,0.0,1.0,1.0,2.0,0.0,0.0,0.0,12,4,26.0,0.93,3.0,0.12,1,1,0,0,0,1,0,0,1,0,0,0,1,0,S5,15,13,6,6,6,6,2.01,28,53.57,50.0,50.0,W,IMP,0,2,0.0,4,0,0.0,2,1,50.0,4,2,50.0,18,12,67.0,S5,1.0,2.01
IMP,10286,BIND,240.6,13.4,8.4,4.4,5.0,145.96,29.8,63.2,8,7,4.460000000000001,2.79,1.47,0.54,0.47000000000000003,13,3,1.0,0.0,1.0,0.0,1.0,0.0,0.0,10,1,17.0,1.13,2.0,0.14,1,1,0,0,0,1,0,0,1,0,0,0,1,0,S5,13,2,3,0,10,2,2.02,15,86.67,100.0,83.33,W,IMP,1,2,50.0,3,1,33.0,0,0,0.0,2,2,100.0,10,10,100.0,S5,1.0,2.02
IMP,10306,ICEBOX,185.8,13.2,16.6,5.0,-3.4,125.64,23.2,48.8,7,14,3.14,3.9499999999999997,1.1900000000000002,0.33999999999999997,0.6699999999999999,12,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7,4,16.0,0.7600000000000001,2.0,0.1,1,0,0,0,0,0,0,1,0,1,1,0,1,0,GL,8,13,5,7,3,6,2.02,21,38.1,41.67,33.33,L,IMP,1,2,50.0,4,1,25.0,2,1,50.0,5,2,40.0,10,4,40.0,GL,1.0,2.02
IMP,10307,ASCENT,164.6,12.2,15.8,3.0,-3.6,108.1,22.2,43.4,6,16,2.7800000000000002,3.5999999999999996,0.6799999999999999,0.28,0.73,9,3,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5,1,13.0,0.6000000000000001,2.0,0.1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,S5,9,13,4,8,5,5,2.02,22,40.91,33.33,50.0,L,IMP,1,2,50.0,3,1,33.0,1,0,0.0,5,2,40.0,13,6,46.0,S5,1.0,2.02
IMP,10307,BIND,177.2,13.8,16.8,4.6,-3.0,117.34,26.4,46.4,9,14,2.99,3.66,1.0,0.39,0.6,12,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9,1,14.0,0.6,1.0,0.04,1,1,0,0,0,1,0,0,1,0,0,0,1,0,S5,10,13,2,9,8,4,2.02,23,43.48,18.18,66.67,L,IMP,1,2,50.0,3,1,33.0,3,0,0.0,6,4,67.0,11,5,45.0,S5,1.0,2.02
IMP,10339,HAVEN,196.2,14.6,16.0,4.2,-1.4,125.84,24.2,53.0,10,12,3.31,3.63,0.9600000000000001,0.46,0.5499999999999999,11,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9,1,16.0,0.7300000000000001,1.0,0.05,1,1,0,0,0,1,0,0,1,0,0,0,1,0,Rise,9,13,1,11,8,2,2.02,22,40.91,8.33,80.0,L,IMP,1,2,50.0,3,1,33.0,3,1,33.0,3,2,67.0,13,5,38.0,Rise,1.0,2.02
IMP,10345,ASCENT,189.0,13.6,16.6,3.6,-3.0,119.04,23.8,48.0,10,11,3.23,3.9499999999999997,0.87,0.48,0.53,14,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8,2,16.0,0.76,2.0,0.1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,FURI,8,13,3,6,5,7,2.02,21,38.1,33.33,41.67,L,IMP,2,2,100.0,3,2,67.0,2,0,0.0,5,1,20.0,11,5,45.0,FURIA,1.0,2.02
IMP,10345,ICEBOX,142.4,6.8,15.4,3.0,-8.6,89.58,22.6,35.8,3,13,2.1399999999999997,4.82,0.93,0.18,0.81,7,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7,0,7.0,0.43,2.0,0.12,0,1,0,0,0,0,0,1,0,1,1,0,0,1,FURI,3,13,0,4,3,9,2.02,16,18.75,0.0,25.0,L,IMP,0,2,0.0,4,0,0.0,1,0,0.0,4,0,0.0,7,3,43.0,FURIA,1.0,2.02
IMP,12072,HAVEN,228.8,16.8,13.6,5.8,3.2,147.04,26.2,60.8,11,10,4.0,3.2500000000000004,1.39,0.53,0.49,17,6,1.0,0.0,2.0,2.0,1.0,0.0,0.0,7,4,24.0,1.1500000000000001,5.0,0.25,1,0,1,0,0,1,0,0,1,0,0,0,1,0,FREE,13,8,7,5,6,3,2.03,21,61.9,58.33,66.67,W,IMP,1,2,50.0,3,1,33.0,1,0,0.0,4,2,50.0,13,10,77.0,FREEAGENTS,1.0,2.03
IMP,12078,ASCENT,227.8,14.2,10.4,8.4,3.8,133.26,17.8,57.8,7,10,4.17,3.06,2.4699999999999998,0.42,0.6,14,4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,10,2,19.0,1.12,2.0,0.12,0,0,0,1,0,1,0,0,0,1,1,0,1,0,Rise,13,4,3,2,10,2,2.03,17,76.47,60.0,83.33,W,IMP,1,2,50.0,3,1,33.0,0,0,0.0,3,2,67.0,11,10,91.0,Rise,1.0,2.03
IMP,12078,BIND,206.0,15.4,13.4,5.6,2.0,122.86,17.4,52.2,13,8,3.6799999999999997,3.18,1.3499999999999999,0.63,0.38999999999999996,15,3,2.0,0.0,1.0,0.0,1.0,0.0,0.0,8,4,20.0,0.96,2.0,0.1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,Rise,13,8,5,7,8,1,2.03,21,61.9,41.67,88.89,W,IMP,1,2,50.0,3,1,33.0,1,0,0.0,5,5,100.0,12,7,58.0,Rise,1.0,2.03
ITZA,6054,BIND,162.4,9.8,16.8,2.8,-7.0,105.16,13.6,40.0,6,14,2.45,4.2,0.7,0.30000000000000004,0.7000000000000001,9,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5,3,13.0,0.65,1.0,0.05,0,1,0,0,0,1,0,1,0,0,1,0,1,0,paiN,7,13,3,5,4,8,1.12,20,35.0,37.5,33.33,L,ITZA,0,2,0.0,4,0,0.0,1,0,0.0,4,1,25.0,11,6,55.0,paiN,1.0,1.12
ITZA,6054,HAVEN,160.0,7.2,14.2,3.2,-7.0,100.46,16.0,43.4,4,11,2.4,4.720000000000001,1.06,0.27,0.74,3,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,2,5.0,0.34,1.0,0.07,0,1,0,0,0,0,1,0,0,0,1,0,1,1,paiN,2,13,2,10,0,3,1.12,15,13.33,16.67,0.0,L,ITZA,0,2,0.0,4,0,0.0,3,0,0.0,1,0,0.0,7,2,29.0,paiN,1.0,1.12
Inga,5242,BIND,226.6,13.8,7.8,4.6,6.0,134.6,19.0,57.6,12,4,4.3100000000000005,2.44,1.4300000000000002,0.7500000000000001,0.24,20,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1,21.0,1.31,0.0,0.0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,Per,13,3,4,0,9,3,1.11,16,81.25,100.0,75.0,W,Inga,2,2,100.0,2,2,100.0,0,0,0.0,3,3,100.0,11,8,73.0,Perfect AIM,1.0,1.11
Inga,5254,ASCENT,203.2,15.8,17.6,5.2,-1.8,119.62,20.0,45.2,12,11,3.4299999999999997,3.8200000000000003,1.1300000000000001,0.51,0.48,11,6,2.0,0.0,1.0,1.0,1.0,1.0,0.0,8,1,19.0,0.8200000000000001,4.0,0.16999999999999998,1,0,0,1,0,1,0,0,0,0,0,1,1,0,Feio,10,13,3,8,7,5,1.11,23,43.48,27.27,58.33,L,Inga,1,2,50.0,3,1,33.0,3,0,0.0,4,2,50.0,13,7,54.0,Feios e Freios,1.0,1.11
Inga,5254,BIND,215.8,16.8,16.2,6.0,0.6,139.5,21.2,55.6,11,12,3.6599999999999997,3.53,1.2999999999999998,0.47000000000000003,0.52,16,7,0.0,0.0,3.0,1.0,1.0,0.0,0.0,9,4,23.0,1.0,5.0,0.21000000000000002,1,1,0,0,0,0,1,0,1,0,0,1,0,0,Feio,13,10,5,7,8,3,1.11,23,56.52,41.67,72.73,W,Inga,1,2,50.0,3,1,33.0,3,3,100.0,3,1,33.0,14,8,57.0,Feios e Freios,1.0,1.11
Inga,5254,HAVEN,209.2,15.0,12.8,3.6,2.2,127.2,19.0,49.6,12,8,3.75,3.2,0.9,0.6,0.4,12,4,0.0,0.0,2.0,2.0,0.0,0.0,0.0,7,5,16.0,0.8,4.0,0.2,1,0,1,0,0,0,1,0,0,0,1,0,1,0,Feio,13,7,6,2,7,5,1.11,20,65.0,75.0,58.33,W,Inga,2,2,100.0,2,2,100.0,0,0,0.0,6,5,83.0,12,6,50.0,Feios e Freios,1.0,1.11
Inga,5271,ASCENT,184.8,14.4,15.4,3.6,-1.0,116.5,23.8,44.8,7,15,3.27,3.5000000000000004,0.8200000000000001,0.33,0.69,15,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,18.0,0.82,0.0,0.0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,Vivo,9,13,7,3,2,10,1.12,22,40.91,70.0,16.67,L,Inga,1,2,50.0,3,1,33.0,2,0,0.0,4,2,50.0,13,6,46.0,Vivo Keyd,1.0,1.12
Inga,5271,BIND,218.6,18.2,15.0,4.6,3.2,133.04,25.2,53.0,11,13,3.8,3.11,0.9600000000000001,0.46,0.53,19,6,1.0,0.0,2.0,1.0,0.0,0.0,0.0,10,3,26.0,1.08,3.0,0.12,1,1,0,0,0,0,1,0,1,0,0,1,0,0,Vivo,13,11,6,6,7,5,1.12,24,54.17,50.0,58.33,W,Inga,1,2,50.0,3,1,33.0,1,0,0.0,4,2,50.0,16,10,62.0,Vivo Keyd,1.0,1.12
Inga,5271,HAVEN,205.8,15.4,13.6,6.6,1.8,123.66,21.4,53.0,12,9,3.68,3.24,1.57,0.5700000000000001,0.44000000000000006,13,3,2.0,1.0,0.0,1.0,0.0,0.0,0.0,8,4,19.0,0.91,1.0,0.05,0,1,1,0,0,0,1,0,1,0,0,0,1,0,Vivo,13,8,5,7,8,1,1.12,21,61.9,41.67,88.89,W,Inga,2,2,100.0,2,2,100.0,2,0,0.0,7,4,57.0,10,7,70.0,Vivo Keyd,1.0,1.12
Inga,5280,ASCENT,189.6,15.8,17.4,4.8,-1.6,125.64,22.6,50.2,11,13,3.29,3.63,1.0,0.45,0.54,14,2,1.0,0.0,3.0,1.0,0.0,0.0,0.0,8,3,17.0,0.69,4.0,0.16,1,1,0,0,0,1,0,0,1,0,0,1,0,0,FKL,13,11,6,6,7,5,1.12,24,54.17,50.0,58.33,W,Inga,1,2,50.0,4,2,50.0,2,0,0.0,3,1,33.0,15,10,67.0,FKL,1.0,1.12
Inga,5280,HAVEN,188.6,10.2,14.2,2.8,-4.0,111.7,23.4,48.4,6,11,3.0,4.16,0.8399999999999999,0.36,0.66,6,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6,0,11.0,0.66,0.0,0.0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,FKL,4,13,1,4,3,9,1.12,17,23.53,20.0,25.0,L,Inga,0,2,0.0,3,0,0.0,2,0,0.0,6,2,33.0,6,2,33.0,FKL,1.0,1.12
Inga,5280,SPLIT,249.6,14.0,8.0,5.2,6.0,148.22,21.6,56.6,11,4,4.67,2.66,1.7399999999999998,0.74,0.27,15,4,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3,4,19.0,1.2599999999999998,3.0,0.2,1,1,0,0,0,0,1,0,1,0,0,1,0,0,FKL,13,2,10,2,3,0,1.12,15,86.67,83.33,100.0,W,Inga,2,2,100.0,2,2,100.0,0,0,0.0,4,4,100.0,9,7,78.0,FKL,1.0,1.12
Inga,6681,BIND,162.8,9.4,13.6,3.4,-4.2,96.94,19.4,38.4,10,7,2.7700000000000005,3.98,1.01,0.59,0.42,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,10.0,0.5900000000000001,0.0,0.0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,GL,4,13,4,8,0,5,1.12,17,23.53,33.33,0.0,L,Inga,1,2,50.0,4,1,25.0,0,0,0.0,5,0,0.0,8,3,38.0,GL,1.0,1.12
Inga,6681,HAVEN,182.0,10.4,14.2,5.0,-3.8,114.46,16.2,46.0,7,10,3.0500000000000003,4.16,1.47,0.41,0.59,12,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,14.0,0.8399999999999999,0.0,0.0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,GL,4,13,3,9,1,4,1.12,17,23.53,25.0,20.0,L,Inga,2,2,100.0,3,2,67.0,4,0,0.0,3,1,33.0,7,1,14.0,GL,1.0,1.12
Inga,8230,ASCENT,233.2,24.0,22.0,12.6,2.0,159.26,17.2,53.6,18,12,4.0,3.68,2.09,0.6,0.4,23,7,1.0,0.0,0.0,3.0,1.0,0.0,0.0,12,5,31.0,1.03,4.0,0.13,0,1,0,0,0,1,0,0,1,0,0,1,1,0,Real,16,14,6,6,6,6,1.14,30,53.33,50.0,50.0,W,Inga,1,2,50.0,3,1,33.0,3,0,0.0,5,3,60.0,19,12,63.0,Real Esports,1.0,1.14
Inga,8243,ASCENT,207.8,17.0,16.4,6.6,0.6,131.84,18.8,49.2,11,12,3.7099999999999995,3.5700000000000003,1.43,0.47,0.52,13,3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,10,5,17.0,0.7300000000000001,2.0,0.08,0,1,0,0,0,1,0,0,1,0,0,1,1,0,P,13,10,7,4,6,6,1.14,23,56.52,63.64,50.0,W,Inga,2,2,100.0,2,2,100.0,2,1,50.0,7,3,43.0,12,7,58.0,AU POINT,1.0,1.14
Inga,8243,BIND,217.6,18.0,17.4,7.6,0.6,137.7,18.2,52.4,13,11,3.75,3.63,1.59,0.5399999999999999,0.45000000000000007,21,4,2.0,0.0,1.0,0.0,0.0,0.0,0.0,8,2,27.0,1.12,1.0,0.04,0,1,0,0,0,1,0,0,1,0,0,1,1,0,P,11,13,9,3,2,10,1.14,24,45.83,75.0,16.67,L,Inga,1,2,50.0,3,1,33.0,0,0,0.0,6,1,17.0,15,9,60.0,AU POINT,1.0,1.14
Inga,8243,SPLIT,176.2,8.4,13.8,4.0,-5.4,106.6,19.6,44.6,4,11,2.81,4.6,1.33,0.27,0.74,5,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5,0,8.0,0.54,1.0,0.07,1,1,0,0,0,1,0,0,1,0,0,1,0,0,P,2,13,0,3,2,10,1.14,15,13.33,0.0,16.67,L,Inga,0,2,0.0,3,0,0.0,1,0,0.0,6,1,17.0,5,1,20.0,AU POINT,1.0,1.14
Inga,11583,BIND,203.0,16.4,17.4,7.4,-1.0,126.92,22.2,49.0,16,8,3.42,3.63,1.5499999999999998,0.66,0.33,15,6,1.0,0.0,3.0,1.0,0.0,0.0,0.0,7,4,22.0,0.9200000000000002,4.0,0.16,1,1,0,0,0,1,0,0,0,0,0,1,1,0,S5,11,13,4,8,7,5,2.03,24,45.83,33.33,58.33,L,Inga,2,2,100.0,3,2,67.0,1,1,100.0,10,5,50.0,10,3,30.0,S5,1.0,2.03
Inga,11583,HAVEN,196.8,16.0,15.0,6.2,1.0,120.8,17.8,46.6,10,13,3.4799999999999995,3.26,1.35,0.43000000000000005,0.56,14,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2,16.0,0.6800000000000002,0.0,0.0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,S5,10,13,5,6,5,7,2.03,23,43.48,45.45,41.67,L,Inga,2,2,100.0,2,2,100.0,1,0,0.0,9,5,56.0,11,3,27.0,S5,1.0,2.03
Inga,11982,ASCENT,213.0,17.2,15.0,6.2,2.2,134.14,21.2,60.8,12,12,3.5700000000000003,3.12,1.28,0.48,0.5,21,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,26.0,1.0699999999999998,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,REVO,13,11,5,7,8,4,2.03,24,54.17,41.67,66.67,W,Inga,0,2,0.0,4,0,0.0,1,0,0.0,1,0,0.0,18,13,72.0,REVOADINHA,1.0,2.03
Inga,11986,ASCENT,199.8,16.6,13.4,6.2,3.2,136.8,18.2,54.2,15,9,3.46,2.79,1.2999999999999998,0.62,0.37,17,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,20.0,0.8299999999999998,0.0,0.0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,fave,13,11,7,5,6,6,2.03,24,54.17,58.33,50.0,W,Inga,2,2,100.0,2,2,100.0,1,0,0.0,7,3,43.0,14,8,57.0,favela aimers,1.0,2.03
Inga,11986,BIND,225.4,16.0,11.0,8.0,5.0,137.68,21.0,58.8,12,8,4.0,2.75,2.0,0.6,0.4,16,3,2.0,0.0,1.0,0.0,0.0,0.0,0.0,10,5,21.0,1.05,1.0,0.05,1,1,0,0,0,1,0,0,0,0,0,1,1,0,fave,13,7,6,2,7,5,2.03,20,65.0,75.0,58.33,W,Inga,2,2,100.0,2,2,100.0,1,0,0.0,4,3,75.0,13,8,62.0,favela aimers,1.0,2.03
Inga,11986,HAVEN,195.2,14.8,16.0,7.6,-1.2,118.72,17.8,45.6,12,11,3.23,3.48,1.65,0.51,0.48,11,4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6,4,17.0,0.74,2.0,0.08,1,0,0,0,0,1,0,0,1,0,0,1,1,0,fave,10,13,6,5,4,8,2.03,23,43.48,54.55,33.33,L,Inga,1,2,50.0,3,1,33.0,1,0,0.0,6,3,50.0,13,6,46.0,favela aimers,1.0,2.03
Inga,11988,ASCENT,207.6,13.8,11.0,5.8,2.8,122.22,25.2,45.2,10,8,3.8400000000000003,3.06,1.61,0.56,0.46,13,5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9,2,18.0,1.0,2.0,0.11,1,1,0,0,0,1,0,0,0,0,0,1,1,0,K,13,5,5,1,8,4,2.03,18,72.22,83.33,66.67,W,Inga,2,2,100.0,2,2,100.0,0,0,0.0,5,5,100.0,11,6,55.0,OS KARA VELHO,1.0,2.03
Inga,11988,BIND,226.4,16.6,13.0,5.8,3.6,137.98,25.2,50.6,15,6,3.9499999999999997,3.0899999999999994,1.38,0.7100000000000001,0.30000000000000004,19,6,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8,2,25.0,1.19,3.0,0.15000000000000002,1,1,0,0,0,1,0,0,0,0,0,1,1,0,K,13,8,7,5,6,3,2.03,21,61.9,58.33,66.67,W,Inga,2,2,100.0,2,2,100.0,0,0,0.0,5,3,60.0,14,8,57.0,OS KARA VELHO,1.0,2.03
JAG,10266,ASCENT,225.6,18.6,14.8,8.4,3.8,176.94,14.8,73.6,12,11,4.04,3.2199999999999998,1.82,0.51,0.48,19,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3,24.0,1.0499999999999998,0.0,0.0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,Rise,13,10,6,5,7,5,2.02,23,56.52,54.55,58.33,W,JAG,1,2,50.0,3,1,33.0,1,0,0.0,7,6,86.0,12,6,50.0,Rise,1.0,2.02
JAG,10266,BIND,186.4,13.0,17.2,4.4,-4.2,119.06,23.8,47.6,8,13,3.0900000000000003,4.1,1.05,0.38,0.63,10,3,0.0,0.0,2.0,1.0,0.0,0.0,0.0,6,3,13.0,0.6200000000000001,3.0,0.15000000000000002,1,1,0,0,0,0,1,0,1,0,0,0,1,0,Rise,8,13,3,9,5,4,2.02,21,38.1,25.0,55.56,L,JAG,1,2,50.0,4,1,25.0,3,2,67.0,5,2,40.0,9,3,33.0,Rise,1.0,2.02
JAG,10266,HAVEN,182.6,9.6,14.2,3.0,-4.6,121.08,28.0,50.8,5,11,3.0,4.45,0.94,0.3,0.68,6,2,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0,10.0,0.6100000000000001,1.0,0.06,0,1,1,0,0,1,0,0,1,0,0,0,1,0,Rise,3,13,1,11,2,2,2.02,16,18.75,8.33,50.0,L,JAG,0,2,0.0,3,0,0.0,4,0,0.0,2,2,100.0,7,1,14.0,Rise,1.0,2.02
JAG,11588,ASCENT,154.8,8.2,15.2,3.8,-7.0,97.86,15.6,41.4,5,12,2.41,4.46,1.13,0.3,0.72,8,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6,0,10.0,0.6000000000000001,1.0,0.06,1,1,0,0,0,1,0,0,1,0,0,0,1,0,S5,4,13,1,4,3,9,2.03,17,23.53,20.0,25.0,L,JAG,0,2,0.0,4,0,0.0,2,1,50.0,5,1,20.0,6,2,33.0,S5,1.0,2.03
JAG,11588,HAVEN,167.4,9.8,15.2,4.4,-5.4,120.52,20.6,49.6,8,10,2.72,4.22,1.23,0.45,0.56,11,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,4,12.0,0.6699999999999999,1.0,0.06,0,1,1,0,0,1,0,0,1,0,0,0,1,0,S5,5,13,5,7,0,6,2.03,18,27.78,41.67,0.0,L,JAG,0,2,0.0,6,0,0.0,1,0,0.0,2,1,50.0,9,4,44.0,S5,1.0,2.03
N2B,2747,ASCENT,181.6,11.4,15.4,3.8,-4.0,107.62,14.6,41.6,8,10,3.16,4.27,1.06,0.45000000000000007,0.56,15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,16.0,0.9000000000000001,0.0,0.0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,HAVAN,5,13,2,4,3,9,1.06,18,27.78,33.33,25.0,L,N2B,1,2,50.0,3,2,67.0,1,0,0.0,6,1,17.0,8,2,25.0,HAVAN,1.0,1.06
N2B,2747,BIND,210.8,17.6,13.2,5.0,4.4,138.38,22.2,52.0,13,11,3.66,2.74,1.04,0.54,0.44,18,5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9,3,24.0,1.0,1.0,0.04,1,0,1,0,0,0,1,0,0,0,1,0,1,0,HAVAN,13,11,8,4,5,7,1.06,24,54.17,66.67,41.67,W,N2B,2,2,100.0,2,2,100.0,0,0,0.0,7,3,43.0,15,8,53.0,HAVAN,1.0,1.06
N2B,2747,HAVEN,219.2,17.8,15.0,6.4,2.8,154.1,26.2,67.6,12,11,3.8700000000000006,3.26,1.38,0.51,0.48,13,5,0.0,1.0,3.0,0.0,1.0,0.0,0.0,8,1,19.0,0.8200000000000001,4.0,0.17,1,0,1,0,0,1,0,0,1,0,0,0,1,0,HAVAN,13,10,4,7,9,3,1.06,23,56.52,36.36,75.0,W,N2B,1,2,50.0,3,1,33.0,1,1,100.0,4,2,50.0,15,9,60.0,HAVAN,1.0,1.06
N2B,3048,BIND,171.4,10.4,13.6,2.4,-3.2,110.62,26.4,49.4,10,9,2.7299999999999995,3.58,0.63,0.53,0.47000000000000003,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,11.0,0.59,0.0,0.0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,FF,6,13,3,9,3,4,1.08,19,31.58,25.0,42.86,L,N2B,0,2,0.0,4,0,0.0,1,0,0.0,3,0,0.0,11,6,55.0,FF,1.0,1.08
NEW,4030,BIND,191.8,13.8,16.8,5.4,-3.0,130.98,19.2,51.4,12,9,3.2699999999999996,4.01,1.29,0.5700000000000001,0.43000000000000005,16,4,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6,2,20.0,0.9500000000000001,3.0,0.14,1,1,0,0,0,0,1,0,1,0,0,0,1,0,BD,8,13,4,8,4,5,1.1,21,38.1,33.33,44.44,L,NEW,2,2,100.0,2,2,100.0,4,0,0.0,4,2,50.0,11,4,36.0,BD,1.0,1.1
NEW,5281,ASCENT,157.8,7.6,15.0,2.0,-7.4,128.48,31.2,55.8,5,11,2.37,4.6899999999999995,0.62,0.31,0.69,8,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5,0,10.0,0.6,1.0,0.06,1,0,0,1,0,1,0,0,0,0,1,0,1,0,FF,3,13,0,4,3,9,1.12,16,18.75,0.0,25.0,L,NEW,0,2,0.0,5,0,0.0,2,1,50.0,4,0,0.0,5,2,40.0,FF,1.0,1.12
NEW,5281,SPLIT,187.8,12.2,15.6,3.4,-3.4,124.04,14.2,51.2,12,7,3.21,4.1000000000000005,0.89,0.6400000000000001,0.37,7,5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2,1,12.0,0.64,2.0,0.1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,FF,6,13,3,9,3,4,1.12,19,31.58,25.0,42.86,L,NEW,1,2,50.0,3,1,33.0,3,1,33.0,6,3,50.0,7,1,14.0,FF,1.0,1.12
QSM,3058,SPLIT,179.8,13.6,15.0,3.0,-1.4,112.18,24.4,44.0,10,12,3.0800000000000005,3.41,0.6900000000000001,0.47,0.55,12,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,18.0,0.82,0.0,0.0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,FF,9,13,8,4,1,9,1.08,22,40.91,66.67,10.0,L,QSM,1,2,50.0,2,1,50.0,3,0,0.0,3,1,33.0,14,7,50.0,FF,1.0,1.08
QSM,3085,ASCENT,180.4,11.8,16.8,2.4,-5.0,110.66,29.4,45.6,5,14,3.1,4.42,0.63,0.26,0.7400000000000001,8,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,1,10.0,0.52,2.0,0.1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,FF,6,13,3,9,3,4,1.08,19,31.58,25.0,42.86,L,QSM,0,2,0.0,4,0,0.0,4,1,25.0,0,0,0.0,11,5,45.0,FF,1.0,1.08
QSM,3085,BIND,151.6,9.0,14.8,1.4,-5.8,102.64,26.8,42.6,8,10,2.51,4.11,0.4,0.45,0.56,4,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,9.0,0.5,0.0,0.0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,FF,5,13,5,7,0,6,1.08,18,27.78,41.67,0.0,L,QSM,0,2,0.0,4,0,0.0,2,0,0.0,3,1,33.0,9,4,44.0,FF,1.0,1.08
