Player,Agents,ACS,K,D,A,KD_DIFF,ADR,HS%,FK,FD,FK_FD_DIFF,match_id,Team,Opp_Team,rounds_won,rounds_lost,ct_rounds_won,ct_rounds_lost,t_rounds_won,t_rounds_lost,Map,Patch
fznnn,sova,209,14,11,6,3,118.3,21,1,1,0,10343,GLB,Rise,13,7,4,4,9,3,ICEBOX,
Nyang,sage,132,7,10,12,-3,142.8,18,1,2,-1,10343,GLB,Rise,13,7,4,4,9,3,ICEBOX,
JhoW,omen,95,9,10,0,-1,54.2,29,0,2,-2,10343,GLB,Rise,13,7,4,4,9,3,ICEBOX,
GuhRVN,omen,345,19,15,4,4,219.9,22,1,1,0,10343,Rise,GLB,5,13,3,9,2,4,SPLIT,
Slag,killjoy,205,13,15,4,-2,141.9,30,1,1,0,10343,Rise,GLB,5,13,3,9,2,4,SPLIT,
leonzhet,breach,190,11,15,7,-4,133.6,33,0,1,-1,10343,Rise,GLB,5,13,3,9,2,4,SPLIT,
glym,raze,114,5,18,6,-13,75.6,8,0,6,-6,10343,Rise,GLB,5,13,3,9,2,4,SPLIT,
DmL,jett,46,2,17,2,-15,33.1,17,1,6,-5,10343,Rise,GLB,5,13,3,9,2,4,SPLIT,
fznnn,cypher,285,18,10,6,8,236.7,28,3,1,2,10343,GLB,Rise,13,5,4,2,9,3,SPLIT,
mwzera,raze,276,19,13,3,6,157.3,11,4,0,4,10343,GLB,Rise,13,5,4,2,9,3,SPLIT,
Nyang,breach,270,16,11,14,5,133.2,21,3,1,2,10343,GLB,Rise,13,5,4,2,9,3,SPLIT,
Jonn,jett,201,14,11,2,3,116.3,28,4,1,3,10343,GLB,Rise,13,5,4,2,9,3,SPLIT,
JhoW,omen,181,13,5,4,8,116.2,18,1,0,1,10343,GLB,Rise,13,5,4,2,9,3,SPLIT,
Slag,cypher,235,12,14,5,-2,111.5,27,1,0,1,10347,Rise,FUR,2,13,0,3,2,10,HAVEN,
GuhRVN,omen,143,6,14,3,-8,100.3,36,0,2,-2,10347,Rise,FUR,2,13,0,3,2,10,HAVEN,
leonzhet,sova,132,7,13,5,-6,82.9,30,1,0,1,10347,Rise,FUR,2,13,0,3,2,10,HAVEN,
glym,jett,127,6,15,2,-9,67.1,11,1,5,-4,10347,Rise,FUR,2,13,0,3,2,10,HAVEN,
DmL,reyna,73,3,15,2,-12,44.9,12,1,4,-3,10347,Rise,FUR,2,13,0,3,2,10,HAVEN,
xand,jett,428,23,8,4,15,244.3,23,5,0,5,10347,FUR,Rise,13,2,10,2,3,0,HAVEN,
Nozwerr,sova,286,15,6,9,9,165.7,19,1,1,0,10347,FUR,Rise,13,2,10,2,3,0,HAVEN,
Khalil,omen,198,13,4,4,9,117.3,23,2,0,2,10347,FUR,Rise,13,2,10,2,3,0,HAVEN,
txddy,cypher,182,9,7,8,2,119.3,26,2,2,0,10347,FUR,Rise,13,2,10,2,3,0,HAVEN,
Quick,breach,169,11,9,10,2,95.6,29,1,1,0,10347,FUR,Rise,13,2,10,2,3,0,HAVEN,
GuhRVN,brimstone,261,22,19,6,3,166.4,18,1,3,-2,10347,Rise,FUR,11,13,4,8,7,5,ICEBOX,
Slag,sage,212,17,19,8,-2,139.3,30,3,2,1,10347,Rise,FUR,11,13,4,8,7,5,ICEBOX,
glym,jett,185,14,23,5,-9,124.4,19,2,5,-3,10347,Rise,FUR,11,13,4,8,7,5,ICEBOX,
DmL,reyna,179,14,18,4,-4,121.7,26,3,3,0,10347,Rise,FUR,11,13,4,8,7,5,ICEBOX,
leonzhet,sova,168,16,15,4,1,112.2,26,0,2,-2,10347,Rise,FUR,11,13,4,8,7,5,ICEBOX,
xand,jett,384,33,17,4,16,221.5,12,5,2,3,10347,FUR,Rise,13,11,5,7,8,4,ICEBOX,
Nozwerr,sova,285,24,14,10,10,169.0,21,2,0,2,10347,FUR,Rise,13,11,5,7,8,4,ICEBOX,
Quick,raze,215,17,16,4,1,149.0,26,3,4,-1,10347,FUR,Rise,13,11,5,7,8,4,ICEBOX,
Khalil,omen,153,13,20,5,-7,93.6,17,2,1,1,10347,FUR,Rise,13,11,5,7,8,4,ICEBOX,
txddy,sage,93,7,16,8,-9,67.7,12,3,2,1,10347,FUR,Rise,13,11,5,7,8,4,ICEBOX,
glym,jett,292,20,8,5,12,172.2,20,1,1,0,12073,Rise,paiN,13,5,9,3,4,2,ASCENT,
