Player,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE,match_id,Team,Opp_Team,Patch,Map,Num_maps
kon4n,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,4797,paiN,1tap,1.1,MATCH,1
akemy,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,11.0,0.0,4806,B4,paiN,1.1,MATCH,3
frz,15.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,10.0,1.0,4806,B4,paiN,1.1,MATCH,3
xand,10.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,2.0,4806,B4,paiN,1.1,MATCH,3
pancada,5.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,58.0,2.0,0.0,4806,B4,paiN,1.1,MATCH,3
v1nny,5.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,40.0,4.0,0.0,4806,B4,paiN,1.1,MATCH,3
murizzz,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,1.0,2.0,4806,paiN,B4,1.1,MATCH,3
ole,11.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,52.0,6.0,1.0,4806,paiN,B4,1.1,MATCH,3
Txozin,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,5.0,0.0,4806,paiN,B4,1.1,MATCH,3
matheuzin,8.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,49.0,7.0,1.0,4806,paiN,B4,1.1,MATCH,3
kon4n,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,3.0,0.0,4806,paiN,B4,1.1,MATCH,3
murizzz,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,47.0,1.0,0.0,4772,paiN,RED,1.1,MATCH,1
ole,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,3.0,4.0,4772,paiN,RED,1.1,MATCH,1
